band_name,album,song_name,lyrics,genius_url
Death Cab for Cutie,Kintsugi,Black Sun,"There is whiskey in the water
And there is death upon the vine
There is fear in the eyes of your father
And there is ""yours"" and there is ""mine""
There is a desert veiled in pavement
And there's a city of seven hills
All our debris flows to the ocean
To meet again, I hope it will

How could something so fair be so cruel
When this black sun revolved around you?

There is an answer in a question
And there is hope within despair
And there is beauty in a failure
And there are depths beyond compare
There is a role of a lifetime
And there's a song yet to be sung
And there's a dumpster in the driveway
Of all the plans that came undone

How could something so fair be so cruel
When this black sun revolved around you?
How could something so fair be so cruel
When this black sun revolved around you?

There is whiskey in the water
And there is death upon the vine
And there is grace within forgiveness
But it's so hard for me to find

How could something so fair be so cruel
When this black sun revolved around you?
How could something so fair be so cruel
When this black sun revolved around you?",https://genius.com/Death-cab-for-cutie-black-sun-lyrics
Death Cab for Cutie,The Blue EP,Blue Bloods,"All the east coast blue bloods have come out west
And I watch them argue about who loved you the best
I was conspicuously of my kind
Overdressed, but woefully under-refined
Well‚ the story held together like boulders with a piece of twine

Three helicopters circling
Retreating and returning
Your photographs were on the news
And I was there just out of view

I was standing with a smile chiseled into my head
With a mind in retreat to the places I wished I would've been
When you caught my gaze‚ I turned away
Planned an exit like a grand escape
As I watched you spinning through the revelers like a cheap ballet

These words all sound familiar
Convictions are forever
You tied a wish to a balloon
Watched it fly into the blue

But you will find some day soon
That it will fall
Yes‚ it will fall, they all do

Because they all do
Because they all do
They all do
Because they all do",https://genius.com/Death-cab-for-cutie-blue-bloods-lyrics
Death Cab for Cutie,Plans,Brothers on a Hotel Bed,"You may tire of me as our December sun is setting
'Cause I'm not who I used to be
No longer easy on the eyes
But these wrinkles masterfully disguise the youthful boy below
Who turned your way and saw something he was not looking for
Both a beginning and an end
But now he lives inside someone he does not recognize
When he catches his reflection on accident

On the back of a motorbike
With your arms outstretched, trying to take flight, leaving everything behind
But even at our swiftest speed, we couldn't break from the concrete
In the city where we still reside
And I have learned that even landlocked lovers yearn
For the sea like navy men
'Cause now we say goodnight from our own separate sides
Like brothers on a hotel bed

Like brothers on a hotel bed
Like brothers on a hotel bed
Like brothers on a hotel bed

You may tire of me as our December sun is setting
'Cause I'm not who I used to be",https://genius.com/Death-cab-for-cutie-brothers-on-a-hotel-bed-lyrics
Death Cab for Cutie,,Brothers on a Hotel Bed (KFOG Private Concert),"You may tire of me as our December sun is setting
'Cause I'm not who I used to be
No longer easy on the eyes
But these wrinkles masterfully disguise
The youthful boy below
Who turned your way and saw
Something he was not looking for
Both a beginning and an end
But now he lives inside someone he does not recognize
When he catches his reflection on accident
On the back of a motor bike
With your arms outstretched trying to take flight
Leaving everything behind
But even at our swiftest speed
We couldn't break from the concrete
In the city where we still reside
And I have learned that even landlocked lovers yearn
For the sea like navy men
'Cause now we say goodnight
From our own separate sides
Like brothers on a hotel bed
Like brothers on a hotel bed
Like brothers on a hotel bed
Like brothers on a hotel bed
You may tire of me as our December sun is setting
'Cause I'm not who I used to be",https://genius.com/Death-cab-for-cutie-brothers-on-a-hotel-bed-kfog-private-concert-lyrics
Death Cab for Cutie,Narrow Stairs ,Cath...,"Cath, she stands
With a well-intentioned man
But she can't relax
With his hand on the small of her back
And as the flash-bulbs burst
She holds a smile
Like someone would hold
A crying child

And soon everybody will ask
What became of you
'Cause your heart was dying fast
And you didn't know what to do

Cath, it seems
That you live in someone else's dream
In a hand-me-down wedding dress
Where the things that could have been are repressed

But you said your vows
And you closed the door
On so many men
Who would've loved you more

And soon everybody will ask
What became of you
'Cause your heart was dying fast
And you didn't know what to do

The whispers that it won't last
Roll up and down the pews
But if their hearts were dying that fast
They'd have done the same as you
And I'd have done the same as you",https://genius.com/Death-cab-for-cutie-cath-lyrics
Death Cab for Cutie,You Can Play These Songs with Chords,Champagne from a Paper Cup,"I think I'm drunk enough to drive you home now
I'll keep my mouth kept shut under lock and key
That's rusted firm, no lie
'Cause all these conversations wind
On and on
On and on
On and on

Drinking champagne from a paper cup
Is never quite the same
And every sip's moving through my eyes
And up into my brain
At half past two, about time to leave
'Cause the DJ's playing rhythm and blues
A sad-sorry state, stutter step to those slammin' grooves
As I'm waiting around for you

I think I'm drunk enough to drive you home now
I'll keep my mouth kept shut under lock and key
That's rusted firm, no lie
'Cause all these conversations wind
On and on
On and on
On and on",https://genius.com/Death-cab-for-cutie-champagne-from-a-paper-cup-lyrics
Death Cab for Cutie,Maybe This Christmas Tree,Christmas (Baby Please Come Home),"The snow's coming down
I'm watching it fall
Watching the people around
Baby, please come home
The church bells in town
They're ringing a song
What a happy sound
Baby, please come home
They're singing deck the halls
But it's not like Christmas at all
I remember when you were here
All the fun we had last year
Pretty lights on the tree
I'm watching them shine
You should be here with me
Baby, please come home
Baby, please come home
Baby, please come home
They're singing deck the halls
But it's not like Christmas at all
I remember when you were here
All the fun we had last year
If there was a way
I'd hold back these tears
But it's Christmas day
Baby, please come home
Baby, please come home
Baby, please come home",https://genius.com/Death-cab-for-cutie-christmas-baby-please-come-home-lyrics
Death Cab for Cutie,Codes and Keys,Codes and Keys,"We won't get far
Flying circles inside a jar
'Cause the air we breathe
Is thinning with the words that we speak
That we speak
You and me
That we speak
You and me
You're on the floor
Fearful of what's outside your door
But the codes and keys
They can't protect you from the pangs of jealousy
And when you scream, love, you seem
Like a child throwing stones at the sky
And when they fall back to earth
As minor chords of major works
In separate rooms, a single life
We are one, we are alive
We are alive
We are alive
We are alive
We are alive",https://genius.com/Death-cab-for-cutie-codes-and-keys-lyrics
Death Cab for Cutie,,Codes and Keys (Yeasayer remix),"We won't get far
Flying circles inside a jar
'Cause the air we breathe
Is thinning with the words that we speak
That we speak, you and me
That we speak, you and me
You're on the floor
Fearful of what's outside your door
But the codes and keys (codes and keys)
They can't protect you from the pangs of jealousy
And when you scream, love you seem
Like a child throwing stones at the sky
But when they fall back to earth
As minor chords of major works
In separate rooms, a single life
We are one, we are alive!
We are alive!
We are alive!
We are alive!
We are alive...",https://genius.com/Death-cab-for-cutie-codes-and-keys-yeasayer-remix-lyrics
Death Cab for Cutie,We Have the Facts and We’re Voting Yes,Company Calls,"I'll take the best of your bad moods
And dress them up to make a better you
'Cause all the company calls amount to one paycheck
I'd squeeze a heart through my fingertip
But I type too slow to make expressions stick
And it's like TV with a microchip

Set your sights, destroy this party line
'Cause it's so tired
Set your sights, destroy this mock shrine
'Cause it's so tired

Let's cut our losses at both ends
And aim your car away from all our friends
Leaving the dishes stacked in the sink

Set your sights, destroy this party line
'Cause it's so tired
Set your sights, destroy this mock shrine
'Cause it's so tired

I'd keep my distance 'cause the complications cloud it all
And mail a postcard sending greetings from the Eastern Bloc
Synapse to synapse, possibilities will thin or fade
And your wedding figurines, I'd melt so I could drink them in
And drink them in, and drink them in

I'll take the best of your bad moods
And dress them up to make a better you
'Cause all the company calls amount to one paycheck

Set your sights, just end this party line
'Cause it's so tired
Set your sights, destroy this mock shrine
'Cause it's so tired
Set your sights, destroy this party line
'Cause it's so tired
Set your sights, destroy this mock shrine
'Cause it's so tired",https://genius.com/Death-cab-for-cutie-company-calls-lyrics
Death Cab for Cutie,We Have the Facts and We’re Voting Yes,Company Calls Epilogue,"Synapse to synapse, the possibility's thin
I'm dressed up for free drinks and family greetings
On your wedding, your wedding, your wedding day
The figures in plastic on the wedding cake that I took
Were so real

And I kept a distance, the complications cloud
The postcards and blips through fiber optics
As the girls with the pigtails were running from
Little boys wearing bowties, their parents bought and ""I'll catch
You this time""

Crashing through the parlor doors
What was your first reaction?
Screaming, drunk, disorderly
I'll tell you mine

You were the one but I can't spit it out when the date's been set
The white routine to be ingested inaccurately

Synapse to synapse, the sneaky kids had attached
Beer cans to the bumper so they could drive
Up and down the main drag
People would turn to see who's making the racket, it's not
The first time

And when they lay down, the fish will swim upstream
And I'll contest, but they won't listen
When the casualty rate's near 100 percent
And there isn't a pension for second best or for hardly moving

Crashing through the parlor doors, what was your first reaction?
Screaming, drunk, disorderly, I'll tell you mine

You were the one, but I can't spit it out when the date's been set
The white routine to be ingested inaccurately

You were the one, but I can't spit it out when the date's been set
The white routine to be ingested inaccurately",https://genius.com/Death-cab-for-cutie-company-calls-epilogue-lyrics
